channel,converted,revenue,user_type
B,0,48.47,returning
B,0,82.23,returning
B,0,104.15,returning
B,0,63.61,new
B,0,119.38,new
B,0,73.92,new
B,0,85.08,new
B,0,36.87,returning
B,0,47.94,new
B,0,38.03,returning
B,0,111.18,new
B,0,72.63,new
B,1,123.8,returning
B,0,32.26,new
B,0,99.51,new
B,0,36.78,returning
B,1,60.83,new
B,0,81.69,new
B,0,71.76,new
B,0,94.47,returning
B,0,67.52,new
B,0,78.29,new
B,1,56.67,new
B,0,106.19,new
B,0,88.77,returning
B,0,99.1,new
B,0,84.05,returning
B,0,113.17,returning
B,0,67.99,new
B,0,87.06,returning
B,0,221.98,returning
B,0,52.99,returning
B,0,126.36,new
B,0,181.58,new
B,0,102.65,new
B,0,27.99,new
B,0,54.01,new
B,0,38.61,new
B,1,94.89,returning
B,0,84.49,returning
B,0,146.91,new
B,0,148.75,returning
B,0,82.08,new
B,0,84.38,new
B,0,69.63,returning
B,0,100.83,new
B,0,59.55,new
B,0,80.84,returning
B,0,61.22,returning
B,1,92.48,returning
B,0,123.34,new
B,0,48.31,new
B,0,78.84,new
B,1,137.71,new
B,0,153.16,returning
B,0,69.86,new
B,0,62.33,returning
B,0,24.18,new
B,0,128.41,new
B,0,125.28,new
B,0,88.61,new
B,0,189.47,new
B,0,84.47,returning
B,1,129.93,new
B,0,71.37,returning
B,0,77.6,new
B,0,94.72,returning
B,0,61.51,returning
B,0,116.47,new
B,0,89.8,returning
B,0,40.46,returning
B,0,131.1,returning
B,1,59.52,returning
B,0,61.78,new
B,0,77.41,new
B,0,101.86,new
B,0,96.97,new
B,0,147.34,new
B,0,95.14,new
B,0,46.63,returning
B,0,56.43,new
B,0,45.08,new
B,0,44.77,returning
B,0,73.97,new
B,0,127.5,new
B,0,89.61,returning
B,0,103.35,new
B,0,115.73,new
B,0,130.98,returning
B,0,64.29,new
B,0,124.2,new
B,0,117.94,returning
B,0,72.81,new
B,0,62.71,new
B,0,80.45,new
B,0,145.7,new
B,0,130.12,new
B,0,72.55,new
B,0,125.63,new
B,0,109.6,returning
B,0,102.18,new
B,0,141.15,new
B,1,96.47,returning
B,0,87.53,new
B,0,37.54,returning
B,0,115.37,new
B,0,60.71,returning
B,0,57.04,returning
B,0,88.66,new
B,0,56.55,new
B,0,99.46,new
B,0,93.09,new
B,0,90.04,new
B,0,80.46,returning
B,0,113.99,new
B,0,99.61,new
B,0,98.97,returning
B,0,62.98,new
B,0,83.23,new
B,0,62.59,returning
B,0,82.75,returning
B,0,66.2,returning
B,0,82.01,new
B,0,83.24,new
B,0,82.01,new
B,0,114.94,returning
B,0,104.52,returning
B,0,51.29,returning
B,0,78.77,new
B,0,89.97,new
B,1,65.15,returning
B,0,93.15,new
B,0,68.02,new
B,1,85.24,returning
B,0,60.13,returning
B,0,81.84,new
B,0,105.49,returning
B,0,110.78,new
B,1,85.84,new
B,0,168.72,new
B,0,96.47,new
B,0,111.99,new
B,0,132.93,new
B,0,65.59,new
B,0,105.11,new
B,0,92.77,new
B,0,106.48,returning
B,0,120.93,new
B,1,61.54,new
B,0,166.02,new
B,0,87.25,new
B,0,76.01,new
B,0,33.14,returning
B,0,129.64,new
B,0,117.88,new
B,0,79.76,new
B,0,41.28,new
B,0,88.58,returning
B,0,49.13,new
B,0,124.74,returning
B,0,78.85,returning
B,0,59.59,new
B,0,94.05,new
B,0,99.03,returning
B,0,103.29,returning
B,0,61.0,new
B,1,120.57,new
B,0,79.53,new
B,0,36.74,new
B,0,28.15,returning
B,0,82.93,new
B,0,82.54,new
B,0,81.99,new
B,0,94.75,new
B,0,152.27,returning
B,0,83.82,new
B,0,87.56,returning
B,0,69.94,new
B,0,83.75,new
B,1,104.11,new
B,0,105.0,new
B,1,136.72,returning
B,0,40.14,new
B,1,115.74,returning
B,1,109.46,new
B,0,46.67,returning
B,0,135.62,new
B,0,50.41,returning
B,0,105.15,new
B,0,37.22,new
B,0,59.39,returning
B,0,106.3,returning
B,0,107.93,new
B,1,80.82,returning
B,0,140.41,new
B,0,105.41,returning
B,0,121.7,new
B,0,82.16,returning
B,0,56.12,new
B,1,55.89,returning
B,1,75.51,returning
B,0,60.41,returning
B,0,58.86,returning
B,0,43.5,returning
B,0,77.35,new
B,0,43.09,new
B,0,76.76,new
B,0,38.83,new
B,0,74.07,new
B,0,104.07,returning
B,0,59.59,new
B,0,95.2,new
B,0,92.89,new
B,0,65.89,returning
B,0,42.27,new
B,0,142.37,new
B,0,115.99,new
B,1,65.69,new
B,0,147.38,new
B,0,113.83,new
B,0,106.64,returning
B,0,50.04,returning
B,0,106.9,new
B,0,126.89,new
B,0,87.83,new
B,0,95.75,returning
B,0,104.32,returning
B,0,132.28,new
B,0,98.98,new
B,0,103.08,returning
B,0,93.99,new
B,0,149.06,returning
B,1,88.71,new
B,0,102.82,returning
B,0,135.29,new
B,0,72.27,returning
B,0,159.42,returning
B,0,69.57,new
B,0,59.92,returning
B,0,103.95,new
B,0,68.25,new
B,0,146.45,new
B,0,178.56,new
B,0,60.76,new
B,0,58.59,new
B,0,57.57,new
B,1,36.71,new
B,0,67.52,new
B,0,124.84,new
B,0,105.9,returning
B,0,79.53,new
B,0,101.36,returning
B,0,42.45,new
B,0,51.51,new
B,0,88.56,new
B,0,94.57,new
B,0,92.42,new
B,0,66.7,new
B,0,65.75,new
B,0,109.54,new
B,0,106.98,returning
B,0,37.53,new
B,0,37.24,new
B,0,173.16,new
B,0,95.7,new
B,1,92.52,returning
B,0,61.66,new
B,0,75.9,new
B,0,68.77,new
B,0,125.2,returning
B,0,123.03,new
B,0,96.29,returning
B,0,90.82,returning
B,0,195.1,new
B,0,102.47,returning
B,0,90.34,new
B,0,109.58,new
B,0,140.02,new
B,0,83.89,new
B,0,62.07,new
B,0,91.17,returning
B,1,69.93,returning
B,0,46.84,returning
B,0,55.83,new
B,0,132.58,new
B,0,89.3,new
B,0,75.67,returning
B,0,94.31,new
B,1,71.93,new
B,0,134.12,returning
B,0,172.41,returning
B,0,73.39,new
B,0,82.4,new
B,0,98.9,new
B,0,53.54,returning
B,0,39.46,returning
B,0,128.46,returning
B,0,75.03,new
B,0,72.62,new
B,1,101.38,new
B,0,61.96,new
B,0,72.03,returning
B,0,53.9,new
B,0,42.31,new
B,0,71.62,new
B,0,61.73,new
B,0,58.76,new
B,0,87.39,new
B,0,113.99,new
B,0,114.75,returning
B,1,113.05,returning
B,0,65.16,returning
B,0,84.2,new
B,1,70.5,returning
B,0,65.45,new
B,0,66.96,new
B,0,56.94,new
B,0,94.71,new
B,0,125.92,returning
B,0,69.87,new
B,0,67.12,new
B,0,39.05,new
B,0,106.59,new
B,0,35.7,returning
B,1,88.89,new
B,0,63.09,new
B,0,78.21,returning
B,0,90.73,returning
B,0,88.74,new
B,0,120.27,new
B,0,36.39,returning
B,0,114.95,new
B,0,92.13,new
B,0,124.85,new
B,0,86.64,new
B,0,48.55,returning
B,0,82.14,returning
B,0,105.43,new
B,0,112.24,returning
B,0,83.18,returning
B,0,79.49,new
B,0,91.56,returning
B,0,118.88,returning
B,0,72.23,new
B,0,99.13,new
B,1,154.09,returning
B,0,190.96,returning
B,0,118.63,new
B,0,78.61,new
B,0,53.51,returning
B,1,97.23,new
B,0,141.11,returning
B,0,83.24,returning
B,0,123.66,new
B,0,120.05,returning
B,0,86.53,new
B,0,116.11,new
B,0,55.75,new
B,0,80.1,new
B,0,101.27,returning
B,0,85.77,returning
B,1,57.85,new
B,0,116.15,returning
B,0,100.82,new
B,0,91.91,new
B,0,133.13,new
B,0,117.03,returning
B,0,31.48,new
B,0,92.48,returning
B,0,91.44,new
B,0,76.01,new
B,0,36.48,new
B,0,64.21,new
B,0,33.22,returning
B,1,173.74,new
B,1,85.91,new
B,0,103.25,new
B,0,57.51,returning
B,0,38.11,new
B,0,74.02,returning
B,0,70.2,new
B,0,94.25,new
B,0,75.24,returning
B,0,188.27,new
B,0,125.69,new
B,0,145.56,returning
B,0,86.11,returning
B,0,93.59,new
B,0,140.52,new
B,1,73.07,new
B,0,101.3,new
B,0,75.24,new
B,0,103.39,new
B,0,50.93,new
B,0,68.93,returning
B,0,94.33,new
B,0,98.45,new
B,0,112.05,new
B,0,54.63,new
B,0,92.97,new
B,0,45.32,returning
B,0,76.83,new
B,0,87.16,returning
B,0,82.37,new
B,0,152.57,new
B,0,87.46,new
B,0,106.21,new
B,0,94.45,returning
B,0,85.39,returning
B,0,103.37,new
B,0,91.34,new
B,1,88.46,returning
B,0,79.42,new
B,0,73.07,returning
B,0,69.32,new
B,0,88.52,new
B,0,86.23,new
B,0,138.94,new
B,1,48.79,new
B,0,157.08,new
B,0,55.21,returning
B,0,85.02,new
B,0,98.83,new
B,0,59.81,new
B,0,54.72,new
B,0,81.52,new
B,0,107.2,returning
B,0,117.62,returning
B,0,51.7,returning
B,0,80.27,returning
B,0,42.48,new
B,0,60.35,new
B,0,129.48,new
B,0,96.78,returning
B,0,62.29,new
B,0,131.49,returning
B,0,124.94,returning
B,0,65.65,new
B,0,84.32,new
B,0,39.12,new
B,0,62.38,new
B,0,93.52,new
B,0,91.91,new
B,0,73.02,returning
B,0,81.26,returning
B,0,110.14,new
B,0,78.92,new
B,0,98.91,returning
B,0,68.58,new
B,1,83.9,returning
B,0,38.0,new
B,0,70.46,returning
B,1,87.4,returning
B,0,82.13,returning
B,0,68.55,returning
B,0,57.63,new
B,0,88.46,new
B,0,81.11,returning
B,0,95.35,new
B,0,64.85,new
B,0,103.92,new
B,1,54.27,new
B,1,46.86,new
B,0,129.9,new
B,0,55.54,new
B,0,88.74,new
B,0,75.76,returning
B,0,131.06,new
B,0,105.39,returning
B,0,47.41,returning
B,1,145.18,new
B,0,118.51,new
B,0,72.39,new
B,0,54.05,returning
B,0,90.97,new
B,0,92.81,new
B,0,40.42,new
B,0,88.64,returning
B,0,114.97,new
B,0,86.91,new
B,0,81.84,returning
B,0,78.29,new
B,0,62.0,returning
B,0,123.35,returning
B,0,73.87,new
B,0,90.94,new
B,0,50.18,new
B,0,80.79,returning
B,0,100.63,returning
B,0,73.24,new
B,0,74.01,returning
B,0,83.83,new
B,0,99.18,new
B,0,88.41,new
B,0,164.74,returning
B,0,129.95,new
B,1,68.13,new
B,0,120.87,new
B,0,40.15,returning
B,1,75.61,returning
B,0,45.98,new
B,0,103.15,new
B,0,73.25,new
B,0,52.85,new
B,0,110.82,new
B,1,55.56,new
B,0,106.94,new
B,0,91.97,returning
B,0,78.14,new
B,0,116.15,new
B,0,59.5,new
B,0,42.56,returning
B,0,54.28,new
B,0,163.93,new
B,1,62.28,new
B,0,71.77,new
B,0,140.58,returning
B,0,71.81,new
B,0,104.2,new
B,0,146.55,new
B,1,98.11,new
B,0,83.07,returning
B,0,112.13,new
B,0,34.97,new
B,0,71.46,new
B,0,130.76,new
B,0,62.57,new
B,0,28.73,returning
B,0,88.25,new
B,0,104.65,new
B,0,74.9,new
B,1,105.15,returning
B,0,92.2,new
B,0,212.07,new
B,1,112.89,new
B,1,92.23,new
B,0,38.04,new
B,0,64.48,returning
B,0,56.01,new
B,0,139.15,returning
B,0,53.36,new
B,0,74.45,returning
B,0,96.16,new
B,0,68.79,new
B,0,72.94,returning
B,0,92.23,new
B,0,62.56,new
B,0,88.09,returning
B,0,110.78,returning
B,0,66.1,returning
B,0,55.22,new
B,0,150.37,new
B,1,151.19,new
B,0,81.76,new
B,0,87.12,new
B,0,86.84,returning
B,0,71.18,returning
B,0,80.98,new
B,0,38.32,new
B,0,48.8,new
B,0,73.11,new
B,0,66.33,returning
B,0,51.52,new
B,1,80.88,new
B,0,106.29,returning
B,1,62.59,returning
B,0,33.01,new
B,0,92.25,new
B,0,73.82,new
B,0,112.76,new
B,0,47.24,new
B,0,54.24,new
B,1,72.23,returning
B,0,58.59,new
B,0,36.01,new
B,0,125.34,returning
B,0,48.31,new
B,0,71.3,new
B,0,163.07,new
B,0,46.85,new
B,0,83.84,new
B,0,74.35,new
B,0,97.22,new
B,0,93.6,returning
B,0,91.4,returning
B,0,115.62,new
B,0,114.51,returning
B,0,66.02,new
B,1,65.08,new
B,0,104.54,new
B,0,88.33,new
B,0,94.37,new
B,0,84.3,returning
B,0,69.47,new
B,1,102.57,new
B,0,61.49,new
B,0,164.44,returning
B,0,158.26,new
B,0,178.78,returning
B,0,90.46,new
B,0,72.81,returning
B,0,136.22,new
B,0,85.01,new
B,0,112.71,new
B,0,112.42,new
B,0,62.14,new
B,0,101.68,new
B,0,110.58,new
B,0,81.23,new
B,0,48.6,new
B,0,137.42,returning
B,0,163.02,returning
B,0,87.01,returning
B,0,75.32,new
B,0,45.3,new
B,0,88.77,returning
B,0,70.92,returning
B,0,45.22,returning
B,0,116.22,new
B,0,103.68,new
B,0,67.48,returning
B,0,150.8,new
B,0,82.61,new
B,0,87.61,returning
B,1,78.32,returning
B,0,122.13,new
B,0,102.31,new
B,0,38.17,returning
B,0,84.85,new
B,0,112.03,returning
B,0,45.27,new
B,0,111.59,new
B,0,103.17,returning
B,0,57.95,returning
B,0,77.32,new
B,0,51.12,new
B,0,67.84,new
B,0,76.86,new
B,0,106.59,returning
B,0,114.39,new
B,0,91.85,returning
B,0,75.61,returning
B,0,110.3,new
B,0,87.72,new
B,0,95.6,returning
B,0,116.5,new
B,0,107.85,returning
B,0,95.36,new
B,0,102.27,new
B,1,67.34,new
B,0,63.97,new
B,0,162.15,returning
B,0,62.67,new
B,0,116.94,new
B,0,75.21,new
B,0,106.3,new
B,0,36.62,returning
B,0,49.66,returning
B,0,119.47,new
B,0,43.45,returning
B,0,67.72,new
B,0,138.54,new
B,0,114.44,new
B,0,73.7,returning
B,0,62.77,new
B,1,146.5,returning
B,1,64.82,new
B,0,94.1,new
B,0,133.99,new
B,0,100.05,new
B,0,134.12,new
B,0,72.6,returning
B,0,55.89,new
B,0,107.92,new
B,0,128.46,returning
B,0,102.35,new
B,0,59.48,returning
B,0,188.72,new
B,0,51.16,returning
B,0,90.45,new
B,0,133.76,new
B,0,87.21,new
B,0,108.55,new
B,0,42.17,new
B,0,106.94,new
B,0,58.17,new
B,0,90.99,new
B,0,50.58,returning
B,0,110.78,new
B,0,101.73,new
B,0,90.57,new
B,0,120.73,new
B,0,105.56,returning
B,0,49.94,returning
B,0,119.45,new
B,0,106.17,new
B,0,62.67,new
B,0,85.76,returning
B,0,71.49,returning
B,0,170.35,new
B,0,55.5,returning
B,0,72.8,new
B,0,83.53,new
B,1,89.47,new
B,0,73.73,new
B,0,88.56,new
B,0,102.47,new
B,0,65.04,new
B,0,73.77,new
B,0,155.79,new
B,0,24.79,new
B,0,120.47,returning
B,0,119.39,new
B,0,49.03,new
B,0,165.42,new
B,0,82.35,new
B,0,124.41,new
B,0,91.32,new
B,0,41.75,new
B,0,75.15,new
B,0,121.14,returning
B,0,122.45,new
B,0,92.71,new
B,0,54.74,new
B,0,125.74,returning
B,0,65.01,returning
B,0,91.02,returning
B,1,104.8,returning
B,0,108.57,new
B,0,103.42,new
B,1,61.21,returning
B,0,72.58,new
B,0,60.56,returning
B,0,111.73,new
B,0,106.01,new
B,0,64.35,new
B,0,117.89,new
B,0,117.64,new
B,0,132.2,new
B,0,104.64,new
B,0,107.13,new
B,0,74.56,returning
B,0,81.23,returning
B,0,127.4,returning
B,0,68.69,new
B,0,62.25,new
B,0,107.53,new
B,0,39.06,new
B,0,67.2,new
B,0,134.13,returning
B,0,144.18,new
B,0,122.57,new
B,0,89.51,new
B,0,62.41,new
B,0,49.99,new
B,0,76.64,returning
B,0,50.34,returning
B,0,152.88,returning
B,0,162.81,returning
B,0,75.17,new
B,0,78.57,returning
B,0,115.1,returning
B,0,46.95,new
B,0,79.38,returning
B,0,86.77,returning
B,1,50.89,new
B,0,60.74,new
B,0,69.19,new
B,0,124.32,returning
B,1,142.51,returning
B,0,102.47,new
B,0,84.36,new
B,0,134.27,new
B,0,118.15,new
B,0,181.51,returning
B,0,43.83,new
B,0,87.87,new
B,0,70.61,new
B,0,46.74,new
B,0,88.21,returning
B,0,174.26,new
B,1,56.73,new
B,0,207.25,returning
B,0,119.19,new
B,0,136.29,new
B,0,135.91,new
B,0,102.68,returning
B,1,74.85,new
B,0,50.21,new
B,0,57.04,new
B,0,107.69,returning
B,0,76.01,new
B,1,59.64,returning
B,0,96.28,returning
B,0,100.42,returning
B,0,115.29,new
B,0,64.4,new
B,1,84.25,returning
B,0,65.1,returning
B,0,53.43,returning
B,0,127.61,returning
B,0,124.34,new
B,0,44.47,new
B,1,89.81,returning
B,0,134.57,new
B,0,116.8,returning
B,0,61.73,returning
B,0,140.22,new
B,0,134.63,new
B,0,99.14,returning
B,1,79.61,returning
B,0,61.39,new
B,1,87.96,new
B,0,147.88,returning
B,0,62.29,returning
B,0,152.91,returning
B,0,114.68,new
B,0,87.94,new
B,0,135.08,new
B,0,86.96,returning
B,0,81.92,new
B,0,125.51,new
B,0,25.25,new
B,0,89.33,new
B,0,87.06,new
B,0,69.97,returning
B,0,81.29,new
B,0,159.99,new
B,0,32.01,new
B,0,61.58,returning
B,0,65.93,new
B,1,84.46,new
B,0,79.32,new
B,0,94.52,returning
B,0,37.72,returning
B,1,93.98,new
B,0,159.51,new
B,0,89.3,new
B,0,80.37,returning
B,0,85.29,new
B,0,76.35,returning
B,0,114.65,returning
B,0,99.6,returning
B,0,97.05,new
B,0,135.07,new
B,0,115.1,new
B,0,32.03,returning
B,0,75.73,returning
B,0,52.34,new
B,0,65.07,returning
B,0,70.45,new
B,0,64.23,new
B,0,117.03,new
B,0,109.9,returning
B,0,75.61,new
B,0,108.36,new
B,0,103.17,new
B,0,92.02,new
B,0,83.32,new
B,0,43.95,new
B,0,121.53,returning
B,1,87.02,returning
B,0,95.98,new
B,0,93.56,returning
B,0,71.44,returning
B,0,69.97,returning
B,0,81.25,new
B,0,116.25,returning
B,0,84.38,new
B,0,41.02,new
B,0,99.44,returning
B,0,72.64,new
B,0,63.97,returning
B,1,112.18,new
B,0,111.88,new
B,0,92.31,new
B,0,79.1,returning
B,0,73.77,new
B,0,52.59,returning
B,0,32.23,returning
B,0,75.7,new
B,1,76.32,new
B,0,146.13,returning
B,1,62.3,returning
B,0,134.84,new
B,0,71.68,new
B,0,91.9,new
B,0,98.82,returning
B,0,103.8,new
B,0,68.31,new
B,0,78.31,new
B,0,88.55,returning
B,0,68.46,new
B,0,130.04,returning
B,0,185.92,new
B,0,97.8,new
B,0,97.45,new
B,0,126.57,returning
B,1,116.51,returning
B,0,87.16,new
B,0,155.49,new
B,1,69.69,new
B,0,112.58,new
B,0,35.91,returning
B,0,78.07,new
B,0,101.98,returning
B,0,75.2,new
B,0,153.56,returning
B,0,128.88,returning
B,0,100.07,returning
B,0,117.22,new
B,0,62.42,returning
B,0,49.15,returning
B,1,68.73,new
B,0,151.9,returning
B,0,75.1,returning
B,0,119.99,new
B,0,80.67,new
B,0,82.51,new
B,0,75.49,new
B,0,73.61,returning
B,0,116.79,returning
B,0,74.04,new
B,0,73.29,new
B,0,87.53,new
B,0,78.38,new
B,0,64.38,returning
B,0,112.04,new
B,0,94.8,new
B,0,72.29,new
B,0,64.45,returning
B,0,127.52,new
B,0,54.71,new
B,0,33.03,returning
B,0,106.66,returning
B,0,40.43,returning
B,1,90.71,new
B,0,91.65,new
B,0,51.06,new
B,1,52.64,new
B,1,92.81,new
B,0,52.04,new
B,0,137.42,new
B,0,72.64,returning
B,0,146.27,returning
B,1,134.26,new
B,0,83.72,new
B,0,93.93,new
B,0,124.68,new
B,0,58.12,new
B,0,75.05,returning
B,0,144.89,returning
B,0,119.33,returning
B,0,79.92,new
B,0,94.23,returning
B,0,67.94,returning
B,0,77.42,new
B,0,106.05,new
B,0,77.51,new
B,0,112.19,new
B,0,52.06,returning
B,1,105.61,returning
B,0,60.6,returning
B,0,82.86,new
B,0,66.44,new
B,1,105.71,new
B,0,54.06,new
B,0,112.68,returning
B,0,87.2,new
B,0,80.28,new
B,0,69.72,new
B,0,74.56,returning
B,0,133.15,new
B,0,69.2,new
B,0,133.52,returning
B,0,149.2,new
B,0,79.62,new
B,0,49.13,new
B,0,121.33,new
B,0,120.83,new
B,0,134.23,new
B,0,85.0,new
B,0,97.63,new
B,0,74.21,new
B,0,73.05,new
B,0,95.83,returning
B,0,125.1,returning
B,0,115.06,returning
B,1,88.58,returning
B,0,128.9,new
B,0,54.55,new
B,0,193.06,new
B,0,56.69,returning
B,0,85.98,new
B,1,95.29,returning
B,0,96.6,new
B,0,124.21,new
B,0,63.84,returning
B,0,98.91,new
B,0,111.65,returning
B,0,130.67,new
B,0,79.31,returning
B,0,92.14,new
B,1,87.66,new
B,0,109.7,returning
B,0,109.96,new
B,0,78.13,new
B,0,87.06,new
B,0,89.37,returning
B,0,60.08,returning
B,0,100.87,new
B,0,99.47,returning
B,0,60.31,returning
B,0,103.28,new
B,0,203.62,returning
B,0,66.46,new
B,0,60.08,returning
B,0,22.41,new
B,0,111.14,returning
B,0,77.96,new
B,0,124.35,new
B,0,85.59,returning
B,0,71.18,returning
B,0,85.09,new
B,1,109.95,new
B,0,108.6,returning
B,0,52.4,new
B,0,109.84,new
B,0,90.3,new
B,0,92.96,new
B,0,100.9,returning
B,0,59.68,new
B,0,51.61,new
B,0,53.04,new
B,0,121.57,returning
B,0,121.2,new
B,1,35.53,new
B,0,86.99,returning
B,0,73.47,new
B,0,62.4,returning
B,0,130.11,new
B,0,139.47,returning
B,0,94.55,new
B,0,71.89,new
B,0,76.49,new
B,0,58.64,new
B,0,76.05,returning
B,0,65.31,new
B,0,136.11,returning
B,1,44.82,new
B,0,116.56,returning
