purchase_count,avg_spend,days_since_last_purchase,membership_days,support_tickets,contract_type,is_churned
6,130.84,60.1,147,3,month_to_month,0
3,102.57,8.6,97,0,month_to_month,0
3,93.14,34.5,269,1,one_year,0
4,65.27,14.5,241,2,month_to_month,0
2,59.14,68.4,34,0,month_to_month,1
5,101.92,3.7,223,0,two_year,0
2,108.01,10.3,30,0,month_to_month,1
6,113.63,19.0,163,1,two_year,0
1,73.83,10.6,131,0,two_year,0
3,80.88,28.9,309,1,month_to_month,0
5,101.34,7.9,357,3,month_to_month,1
4,84.09,43.3,263,0,month_to_month,0
3,197.48,8.3,276,2,one_year,0
3,80.34,92.2,37,4,two_year,1
6,110.36,40.4,51,3,two_year,1
8,125.31,31.9,290,2,two_year,0
7,127.77,10.6,173,3,month_to_month,0
5,83.63,1.4,199,0,month_to_month,0
11,115.37,15.3,261,2,month_to_month,0
4,110.83,9.0,146,1,two_year,1
6,116.95,0.9,258,1,month_to_month,0
1,100.92,29.4,273,3,month_to_month,1
5,125.59,48.5,110,1,month_to_month,0
7,104.7,11.8,259,3,month_to_month,0
4,62.75,1.4,86,0,month_to_month,0
6,103.71,0.8,134,4,month_to_month,0
6,107.55,123.2,291,1,two_year,1
8,122.77,76.1,359,2,one_year,0
8,101.96,4.9,51,1,month_to_month,0
9,163.72,36.8,247,3,one_year,0
6,94.17,9.1,220,1,month_to_month,0
3,82.26,0.5,232,0,one_year,0
6,146.48,20.8,293,2,month_to_month,1
1,93.36,10.0,53,1,one_year,0
3,98.98,6.9,277,0,month_to_month,0
6,107.56,13.0,123,0,month_to_month,0
9,104.72,6.4,81,1,one_year,0
9,116.65,6.6,179,1,one_year,0
2,120.47,6.9,39,0,one_year,0
5,79.94,3.2,241,0,month_to_month,0
3,67.02,1.0,219,0,month_to_month,0
5,69.56,16.0,201,2,one_year,0
2,141.19,31.6,40,1,month_to_month,1
4,90.93,0.8,285,1,month_to_month,0
3,124.95,32.2,41,1,month_to_month,0
3,121.51,18.6,117,2,month_to_month,1
4,98.97,0.1,162,1,month_to_month,0
4,73.48,3.5,265,3,month_to_month,0
3,122.45,5.1,166,1,one_year,0
9,97.91,6.4,303,4,one_year,0
2,65.66,22.6,343,1,one_year,0
4,84.32,6.0,286,1,one_year,0
2,57.59,12.6,43,0,month_to_month,0
9,85.57,76.6,288,1,two_year,1
8,100.59,134.2,99,1,one_year,1
4,94.64,21.6,327,2,month_to_month,0
4,91.09,6.7,357,3,month_to_month,0
5,100.26,7.3,58,2,one_year,0
4,114.43,14.8,63,1,one_year,0
7,128.12,14.2,263,1,one_year,0
6,133.61,8.0,78,1,one_year,0
2,77.09,66.0,354,1,two_year,0
8,137.82,17.7,210,1,two_year,0
2,97.96,18.4,222,3,one_year,0
5,87.94,113.1,318,0,two_year,1
3,70.23,29.0,102,1,two_year,0
3,40.61,54.1,216,1,month_to_month,1
7,111.91,17.7,364,0,one_year,0
4,110.56,67.1,37,1,month_to_month,1
8,81.9,8.0,88,0,month_to_month,0
5,82.66,0.3,78,0,month_to_month,0
4,93.55,50.0,142,5,month_to_month,0
5,87.46,8.9,73,0,month_to_month,0
6,75.98,27.4,87,1,month_to_month,0
5,67.77,20.9,315,1,month_to_month,0
5,138.31,4.3,185,0,one_year,0
4,84.18,8.1,149,1,two_year,0
6,110.36,99.5,170,0,two_year,1
2,117.11,92.9,355,0,month_to_month,0
3,112.09,20.7,194,1,month_to_month,0
0,119.11,10.2,187,0,two_year,0
4,111.69,32.3,340,0,month_to_month,0
3,79.46,56.3,42,1,two_year,0
2,89.0,88.8,190,0,one_year,0
7,137.11,7.2,280,2,month_to_month,0
2,83.41,8.5,202,0,month_to_month,0
6,98.0,2.5,320,0,month_to_month,0
5,114.59,0.7,327,1,month_to_month,0
3,152.88,10.3,142,3,month_to_month,0
6,133.17,2.5,303,3,one_year,0
5,72.55,34.6,111,4,one_year,1
4,109.26,12.6,110,1,month_to_month,0
8,105.32,7.2,357,2,month_to_month,0
5,89.25,25.4,34,0,month_to_month,0
4,98.9,25.6,148,2,month_to_month,0
3,79.22,9.3,240,2,one_year,0
4,93.03,30.2,168,0,one_year,0
5,83.65,86.3,313,1,one_year,0
3,101.22,64.1,114,0,month_to_month,1
4,88.22,2.3,215,2,month_to_month,0
9,156.68,13.4,71,1,one_year,0
4,102.27,40.6,100,0,one_year,0
4,96.18,54.8,88,0,one_year,0
3,91.48,9.1,278,0,month_to_month,0
5,88.3,52.4,97,1,two_year,0
1,65.67,24.6,254,1,month_to_month,1
5,124.85,65.0,145,0,month_to_month,0
5,146.55,25.0,219,0,one_year,0
4,83.26,66.1,322,2,month_to_month,1
5,136.88,4.9,319,0,one_year,0
3,196.79,109.9,33,2,month_to_month,1
12,171.9,1.9,292,0,month_to_month,0
4,144.44,47.3,350,0,month_to_month,0
9,68.22,3.4,253,0,one_year,0
6,67.98,71.6,92,2,one_year,1
4,118.93,3.4,252,1,month_to_month,0
6,98.3,28.6,243,1,month_to_month,0
3,49.65,20.3,251,1,month_to_month,1
4,86.21,7.7,173,0,month_to_month,0
4,117.28,62.5,205,0,one_year,0
0,93.44,19.5,248,3,month_to_month,0
2,98.45,28.2,185,1,month_to_month,1
7,67.94,10.0,289,3,month_to_month,0
4,85.87,83.4,267,2,one_year,1
5,119.08,31.3,131,1,one_year,0
6,84.57,16.7,234,2,one_year,0
2,140.39,31.4,283,1,one_year,0
3,99.15,39.7,194,1,two_year,0
3,111.78,7.1,269,1,month_to_month,0
9,118.24,45.8,72,1,two_year,0
9,116.77,6.9,159,0,one_year,0
3,71.91,31.0,265,1,month_to_month,0
2,75.81,6.7,329,0,one_year,0
6,49.36,6.3,246,1,one_year,0
5,88.91,22.5,252,0,one_year,0
3,74.05,10.2,144,2,month_to_month,0
6,83.8,0.9,264,0,month_to_month,0
4,91.73,48.9,149,0,two_year,0
3,103.12,141.4,47,0,month_to_month,0
3,93.88,37.8,112,2,month_to_month,1
4,93.34,81.2,234,0,month_to_month,0
7,109.04,41.6,352,1,month_to_month,0
8,97.12,146.0,196,1,one_year,1
4,127.72,17.3,318,0,one_year,0
1,97.22,23.2,290,1,two_year,0
2,153.19,14.2,217,0,month_to_month,0
9,71.02,104.7,299,1,month_to_month,1
3,88.42,21.1,164,0,month_to_month,1
4,79.66,68.4,178,2,month_to_month,0
5,104.35,3.5,276,1,one_year,0
8,71.0,9.5,244,3,month_to_month,0
3,128.32,26.6,206,2,month_to_month,0
6,61.12,13.2,175,1,two_year,0
6,75.11,9.8,356,4,one_year,0
6,62.46,14.7,52,5,month_to_month,0
1,92.1,7.0,48,0,one_year,0
5,103.03,56.8,190,1,month_to_month,0
3,58.31,11.3,41,0,two_year,0
5,86.74,30.7,144,1,one_year,0
3,133.06,4.9,220,1,month_to_month,0
6,145.06,52.7,165,0,month_to_month,0
5,122.01,10.1,98,0,month_to_month,0
7,43.38,14.9,125,1,one_year,0
6,100.17,52.4,232,1,month_to_month,1
6,137.94,8.2,348,1,one_year,0
7,84.07,54.9,291,2,month_to_month,0
6,66.01,9.7,213,1,month_to_month,0
3,134.64,13.0,76,0,month_to_month,0
8,140.87,67.8,111,4,month_to_month,0
5,96.91,4.1,177,1,month_to_month,0
7,66.2,14.0,112,0,one_year,0
5,56.03,12.9,260,0,two_year,0
10,107.58,30.9,152,1,month_to_month,0
5,79.87,23.9,309,0,one_year,0
4,95.05,24.2,120,1,month_to_month,1
1,91.95,28.5,196,1,one_year,0
2,73.89,36.1,269,2,month_to_month,1
5,55.1,107.2,99,0,one_year,1
6,84.75,46.8,285,2,month_to_month,0
3,101.37,11.1,226,1,month_to_month,0
4,102.83,6.8,246,0,one_year,0
5,78.31,18.2,182,1,month_to_month,0
6,139.95,30.4,343,2,month_to_month,0
5,68.22,37.3,288,0,month_to_month,0
4,40.05,20.2,94,3,two_year,0
9,129.73,21.7,216,2,month_to_month,0
4,100.38,15.0,332,3,month_to_month,0
1,84.98,13.6,123,1,two_year,0
3,111.87,31.4,209,1,one_year,0
5,90.28,15.5,282,0,month_to_month,0
5,60.88,21.4,121,1,one_year,0
5,62.51,59.0,203,1,month_to_month,1
5,66.7,95.2,215,1,month_to_month,1
3,88.5,0.6,89,1,month_to_month,0
6,81.56,24.4,89,1,one_year,0
6,128.79,9.9,218,0,one_year,0
5,80.42,35.3,89,1,month_to_month,1
8,78.92,2.0,347,0,month_to_month,0
9,75.79,25.0,205,1,month_to_month,0
5,73.84,6.1,266,1,month_to_month,0
6,74.57,24.1,162,4,month_to_month,0
5,63.63,1.8,130,3,one_year,1
3,101.67,16.5,192,0,month_to_month,0
5,92.59,1.4,268,1,two_year,0
4,91.41,20.0,163,1,month_to_month,1
3,57.06,74.5,124,1,month_to_month,1
8,108.89,7.4,78,0,month_to_month,0
3,112.22,8.6,211,0,one_year,0
1,150.78,34.2,257,4,month_to_month,0
6,110.35,70.5,206,3,month_to_month,1
5,160.56,34.6,115,0,month_to_month,1
4,77.75,45.6,112,1,one_year,0
2,153.41,1.6,156,0,two_year,0
0,111.45,13.9,146,2,month_to_month,0
4,107.13,9.6,98,0,month_to_month,0
3,90.7,0.9,345,1,month_to_month,0
9,84.87,43.6,140,0,month_to_month,1
4,79.54,40.7,113,3,two_year,0
3,155.11,1.8,233,1,month_to_month,0
2,89.82,82.1,298,2,one_year,1
5,112.06,10.8,185,0,two_year,0
2,119.57,33.9,253,0,one_year,0
2,119.04,25.1,61,0,month_to_month,0
2,101.81,36.3,208,0,one_year,0
3,152.48,2.6,52,0,month_to_month,0
5,109.35,26.2,76,1,month_to_month,0
4,78.93,12.2,228,4,two_year,0
4,86.08,2.2,98,0,month_to_month,0
4,58.05,4.7,42,1,month_to_month,0
3,105.18,20.7,89,0,month_to_month,0
8,114.95,17.1,288,0,month_to_month,0
3,118.01,18.8,226,1,one_year,0
12,111.45,10.6,157,1,one_year,0
6,90.8,29.4,356,1,one_year,0
8,95.97,2.2,159,2,month_to_month,0
4,96.06,8.8,323,1,month_to_month,0
4,128.93,30.3,145,2,month_to_month,0
5,51.08,81.6,38,0,month_to_month,1
5,83.12,16.7,66,0,one_year,0
4,69.47,15.7,121,0,one_year,1
2,172.06,6.0,92,0,two_year,0
7,136.86,54.4,82,0,one_year,0
6,84.18,19.7,158,4,month_to_month,1
4,61.59,28.8,356,0,one_year,0
4,66.76,6.7,97,1,one_year,0
11,128.38,19.4,108,3,two_year,0
8,57.52,8.7,363,1,month_to_month,0
5,96.45,55.4,97,0,one_year,0
6,121.79,16.7,308,0,month_to_month,0
3,64.77,31.1,237,0,one_year,0
8,96.13,40.0,340,1,two_year,1
3,84.61,0.1,216,0,two_year,0
3,81.25,14.1,228,2,month_to_month,0
5,77.06,16.4,105,1,month_to_month,0
5,124.92,30.4,222,1,one_year,0
6,145.96,8.0,254,1,one_year,1
11,88.61,14.0,360,1,two_year,0
4,107.27,21.0,62,1,month_to_month,0
9,96.81,26.0,82,0,one_year,0
5,53.13,64.0,36,2,one_year,0
3,87.55,15.9,294,0,month_to_month,0
3,49.91,3.8,57,2,month_to_month,0
4,82.45,53.0,336,0,one_year,0
4,95.32,8.7,152,1,month_to_month,0
5,118.75,56.9,126,0,one_year,1
0,104.31,8.8,356,1,one_year,0
6,125.92,0.7,271,2,month_to_month,0
6,73.25,21.1,213,3,month_to_month,1
3,140.0,84.0,327,0,two_year,0
3,146.01,15.0,282,0,one_year,0
6,49.13,6.1,243,1,one_year,0
5,56.49,5.6,137,0,one_year,0
4,94.63,52.2,360,1,one_year,0
5,80.57,31.6,270,3,two_year,1
9,84.38,16.2,346,2,one_year,0
1,104.02,1.9,353,2,month_to_month,0
9,127.49,25.7,214,0,month_to_month,0
2,72.07,51.5,149,1,month_to_month,0
6,134.08,2.4,347,2,one_year,0
3,76.64,9.3,364,2,month_to_month,0
4,179.76,25.9,70,4,one_year,0
2,140.33,60.8,243,1,two_year,0
8,79.03,137.8,231,0,month_to_month,1
7,62.02,55.2,280,1,month_to_month,0
4,78.48,28.6,356,2,one_year,0
7,75.18,11.8,114,2,month_to_month,1
6,114.18,8.7,356,2,one_year,0
4,49.52,0.1,245,1,month_to_month,0
5,56.7,16.6,57,2,month_to_month,1
4,113.18,37.0,201,1,one_year,0
4,74.19,15.9,74,3,month_to_month,0
3,82.77,44.4,350,0,month_to_month,0
4,121.62,73.7,285,0,month_to_month,1
7,129.27,11.1,333,0,month_to_month,0
2,138.17,21.4,231,1,two_year,0
5,118.44,16.0,162,2,month_to_month,0
5,89.87,11.8,173,0,month_to_month,0
4,87.58,61.3,347,1,month_to_month,1
9,84.47,14.5,80,1,month_to_month,0
6,64.84,9.7,326,1,month_to_month,0
1,71.17,101.8,171,0,one_year,1
4,132.41,48.0,227,1,month_to_month,1
5,76.47,1.3,253,0,one_year,0
4,64.97,5.2,57,1,month_to_month,0
6,135.88,2.2,79,0,month_to_month,0
6,59.43,0.4,83,0,month_to_month,0
4,102.07,268.8,290,0,one_year,1
1,45.61,46.6,55,1,two_year,0
9,156.22,24.2,234,2,month_to_month,0
10,150.77,54.1,66,1,two_year,0
6,66.72,15.9,287,0,month_to_month,0
5,92.72,152.4,357,0,one_year,0
2,69.54,15.7,168,1,one_year,0
6,69.35,18.2,101,2,month_to_month,0
7,83.72,29.1,179,1,month_to_month,0
4,115.21,68.1,261,2,month_to_month,0
12,115.42,2.8,273,2,one_year,0
7,110.99,21.5,243,0,month_to_month,0
7,89.78,36.7,224,1,two_year,0
6,117.33,1.2,241,5,month_to_month,0
4,64.67,12.4,102,1,two_year,0
4,102.57,29.0,99,1,month_to_month,1
6,96.26,48.0,341,1,one_year,0
6,88.13,78.4,224,1,month_to_month,1
7,103.79,13.4,318,1,month_to_month,0
4,48.1,47.6,239,2,month_to_month,0
3,69.96,138.2,182,1,one_year,1
4,112.34,50.6,221,1,month_to_month,0
7,95.49,38.7,261,3,one_year,1
3,58.35,2.9,92,1,two_year,0
4,94.82,42.1,184,3,month_to_month,1
6,80.82,0.3,272,1,month_to_month,1
3,133.46,0.1,59,2,month_to_month,0
5,66.13,42.5,54,0,month_to_month,1
3,66.86,1.1,83,0,month_to_month,0
2,107.85,9.6,228,0,one_year,0
6,90.89,57.5,109,2,month_to_month,1
4,89.54,1.4,176,1,month_to_month,0
6,180.12,4.1,74,4,one_year,0
7,116.44,23.7,113,0,month_to_month,1
4,86.05,121.7,35,2,one_year,1
7,56.04,33.9,300,1,two_year,0
